school_code,school_name,percent_white,percent_male,percent_eds,percent_swd,title_1,percent_ACTEN_meeting,percent_ACTMA_meeting,percent_ACTRD_meeting,percent_ACTSC_meeting,percent_ACTWR_meeting,percent_ACT_meeting,missed_school_days,region,growth_status,growth_index_score
390324,J. F. Webb High,0.24691358024691357,0.5432098765432098,0.691358024691358,0.07407407407407407,N,11.1,5,6.2,5,5,19.8,2,North Central,Met,-1.19
390352,South Granville High,0.5363128491620112,0.4581005586592179,0.3575418994413408,0.11173184357541899,N,28.2,13.3,21.1,17.9,26.1,40.8,2,North Central,Met,0.52
390700,JF Webb HS Of Health And Life Sciences,0.5645161290322581,0.4032258064516129,0.3870967741935484,0.09677419354838712,N,29,6.5,16.1,6.5,11.5,40.3,2,North Central,Not Met,-2.77
400308,Greene Central High,0.304,0.488,0.648,0.04800000000000004,N,10.4,5,8.8,5,12.8,23.2,7,Southeast,Exceeded,4.64
410319,T Wingate Andrews High,0.08024691358024691,0.5185185185185185,0.5925925925925926,0.09259259259259259,Y,12.3,8.6,9.2,6.2,13.4,24.1,2,Piedmont-Triad,Met,-1.85
410326,Middle College High at Bennett,0.1333333333333333,0,0.5666666666666667,0,N,23.3,6.7,16.7,10,26.7,56.7,3,Piedmont-Triad,Exceeded,2.07
410355,James B Dudley High,0.061224489795918324,0.4489795918367347,0.5867346938775511,0.08673469387755102,Y,10.6,5.6,7.6,5,15.2,23.5,2,Piedmont-Triad,Exceeded,2.01
410358,Eastern Guilford High,0.2178988326848249,0.45525291828793774,0.6381322957198443,0.07392996108949416,N,22,10.9,14.7,10.5,15,39.7,2,Piedmont-Triad,Met,-1.62
410394,Grimsley High,0.49859943977591037,0.5126050420168067,0.3165266106442577,0.07282913165266107,N,59.1,45.4,50.1,42.3,48.9,70.3,2,Piedmont-Triad,Met,-1.66
410395,Early College at Guilford,0.5,0.46,0.3165266106442577,0,N,95,95,95,95,95,95,2,Piedmont-Triad,Met,-1.65
410406,High Point Central High,0.3062015503875969,0.5116279069767442,0.5775193798449613,0.06976744186046512,Y,39.4,25.1,30.2,23.3,28.7,51.6,2,Piedmont-Triad,Exceeded,4.82
410407,Kearns Academy,0.4411764705882353,0.35294117647058826,0.35294117647058826,0.08823529411764708,N,38.2,14.7,14.7,5.9,29.4,55.9,2,Piedmont-Triad,Exceeded,6.79
410483,Middle College at NC A&T,0.1428571428571429,1,0.5428571428571428,0,N,40,5,11.4,22.9,25.7,71.4,2,Piedmont-Triad,Met,1.86
410484,Northeast Guilford High,0.1990521327014218,0.5213270142180095,0.7393364928909952,0.17061611374407584,Y,14.5,5,9.4,5,16.8,27.5,2,Piedmont-Triad,Exceeded,4.53
410489,Northern Guilford High,0.6717791411042945,0.5552147239263804,0.1441717791411043,0.03987730061349693,N,63.8,51.5,46,38.3,56,79.1,2,Piedmont-Triad,Not Met,-2.22
410490,Northwest Guilford High,0.7575150300601202,0.48096192384769537,0.11422845691382766,0.06212424849699399,N,64.4,51,50.1,44.5,45.8,78.6,2,Piedmont-Triad,Exceeded,4.76
410508,Page High,0.39267015706806285,0.4607329842931937,0.4476439790575916,0.03926701570680628,N,46.7,31.9,35,27.9,42.8,59.4,2,Piedmont-Triad,Not Met,-2.61
410529,Lucy Ragsdale High,0.36741214057507987,0.48562300319488816,0.46006389776357826,0.08626198083067092,N,33.8,24.8,23.9,17.9,34.6,50.5,2,Piedmont-Triad,Met,0.13
410544,Ben L. Smith High School,0.04032258064516129,0.4435483870967742,0.5725806451612904,0.11290322580645161,Y,6,5,5.6,5,14,19.8,2,Piedmont-Triad,Met,-0.93
410545,Academy at Smith,0.39473684210526316,0.7368421052631579,0.8157894736842105,0.02631578947368418,N,42.1,28.9,31.6,23.7,15.8,81.6,2,Piedmont-Triad,Met,-0.34
410547,Southeast Guilford High,0.54375,0.496875,0.38125,0.140625,N,31.6,17.8,19.7,17.2,20.8,50.9,2,Piedmont-Triad,Met,0.9
410556,Southern Guilford High,0.2175925925925926,0.4861111111111111,0.7037037037037037,0.1574074074074074,N,21,14.8,11.6,9.3,15.5,38,2,Piedmont-Triad,Not Met,-2.59
410562,Southwest Guilford High,0.45430809399477806,0.49869451697127937,0.37597911227154046,0.05483028720626632,N,43.6,33.2,33.7,30.3,41.3,61.1,2,Piedmont-Triad,Met,-1.53
410569,STEM Early College @ NC A&T SU,0.6829268292682926,0.6097560975609756,0.2926829268292683,0,N,95,95,82.9,90.2,95,95,2,Piedmont-Triad,Not Met,-2.52
410579,UNCG Early/Middle College,0.25,0.20833333333333334,0.5,0.02083333333333337,N,50,39.6,45.8,31.3,60.4,77.1,2,Piedmont-Triad,Met,0.89
410589,Philip J Weaver Ed Center,0.5375,0.2375,0.2,0,N,80,53.8,68.8,50,65,91.3,2,Piedmont-Triad,Not Met,-5.14
410595,Western Guilford High,0.2952755905511811,0.5,0.5039370078740157,0.06692913385826772,N,41.6,22.3,29.4,20.8,31.8,56.7,2,Piedmont-Triad,Met,-1.81
41K000,Piedmont Classical High School,0.45098039215686275,0.5490196078431373,0.1568627450980392,0.09803921568627451,Y,35.3,19.6,32.4,21.6,43.6,54.9,0,Piedmont-Triad,Not Met,-2.36
420346,Northwest Halifax Collegiate and Technic,0.140625,0.5,0.5,0.125,Y,10.9,5,5,5,5,15.6,2,Northeast,Met,1.26
420358,Southeast Halifax Collegiate Prep Academ,0.06382978723404253,0.46808510638297873,0.48936170212765956,0.021276595744680882,Y,5,5,6.4,5,6.4,6.4,2,Northeast,Met,-0.97
421316,Roanoke Rapids High School,0.6813725490196079,0.46568627450980393,0.5098039215686274,0.05392156862745098,N,23.8,10.7,20.5,17.6,18,43.1,1,Northeast,Not Met,-6.21
422315,Weldon STEM High School Career Academies,0,0.5,0.5869565217391305,0.17391304347826086,Y,5,5,5,5,5,10.9,2,Northeast,Not Met,-4.19
430346,Harnett Central High,0.5148514851485149,0.4884488448844885,0.45874587458745875,0.08250825082508251,N,30.9,16.4,25.7,20.7,24.6,48.8,6,North Central,Not Met,-4.03
430371,Overhills High,0.3620253164556962,0.4835443037974684,0.40759493670886077,0.05822784810126582,N,33.4,13.4,29.1,19,28.6,50.6,6,North Central,Exceeded,5.22
430378,Triton High,0.4724137931034483,0.5413793103448276,0.6241379310344828,0.08620689655172414,N,24.5,12.4,20.3,13.8,13.1,41,6,North Central,Met,-1.39
430384,Western Harnett High,0.5179856115107914,0.5359712230215827,0.4856115107913669,0.0539568345323741,N,31.2,16.8,26.9,16.2,15.9,50.4,6,North Central,Met,0.57
440326,Central Haywood High,1,NA,NA,0,N,15.4,7.7,15.4,7.7,7.7,15.4,0,Western,Not Met,-4.99
440378,Pisgah High,0.9201680672268907,0.4831932773109244,0.3319327731092437,0.08403361344537816,N,48.7,32.4,36.1,28.6,31.4,69.7,0,Western,Met,-0.56
440390,Tuscola High,0.8160377358490566,0.5377358490566038,0.38207547169811323,0.08962264150943396,N,53.8,30.7,44.3,27.8,25.8,68.9,0,Western,Not Met,-7.76
450316,East Henderson High,0.6852791878172588,0.43147208121827413,0.41624365482233505,0.08629441624365482,N,41.6,24.4,36.5,26.4,32.7,64,0,Western,Met,1.68
450334,Hendersonville High,0.7088607594936709,0.45569620253164556,0.3037974683544304,0.06962025316455696,N,63.9,39.2,49.4,34.8,36.1,77.8,0,Western,Met,0.77
450341,North Henderson High,0.6495327102803738,0.5373831775700935,0.45794392523364486,0.08878504672897196,N,38.8,14.5,29.4,18.7,26.3,62.6,0,Western,Exceeded,13.3
450352,West Henderson High,0.8021978021978022,0.5128205128205128,0.28205128205128205,0.0989010989010989,N,44,23.8,36.6,29.7,27.4,61.9,0,Western,Not Met,-2.32
460320,Hertford County High,0.1206896551724138,0.47413793103448276,0.5431034482758621,0.10344827586206896,Y,5,5,7.7,5,7.3,15.5,2,Northeast,Not Met,-6.93
460340,CS Brown High,0.19999999999999996,NA,0.5431034482758621,0.06666666666666665,Y,20,13.3,20,13.3,20,33.3,2,Northeast,Met,0.87
470312,Hoke County High,0.22025316455696203,0.5721518987341773,0.6886075949367089,0.06835443037974684,N,24.7,11.1,18.2,10.4,30.5,44.8,7,Sandhills,Exceeded,4.73
490335,Lake Norman High,0.8314087759815243,0.5219399538106235,0.09930715935334873,0.05542725173210162,N,54.3,42,43.6,37.9,39.6,73.4,0,Southwest,Exceeded,3.24
490346,North Iredell High,0.7523809523809524,0.5333333333333333,0.3952380952380952,0.06666666666666667,N,24.8,13.8,19.5,18.1,10.7,46.2,0,Southwest,Not Met,-12.76
490354,Statesville High,0.25133689839572193,0.5454545454545454,0.5935828877005348,0.06951871657754011,N,8.4,5,6.3,5.9,7.3,19.8,0,Southwest,Not Met,-4.52
490362,South Iredell High,0.7161458333333334,0.4661458333333333,0.20052083333333334,0.033854166666666664,N,51,36.2,47.1,34.4,32.7,65.4,0,Southwest,Not Met,-4.39
490380,West Iredell High,0.6274509803921569,0.5294117647058824,0.4362745098039216,0.07352941176470588,N,16.6,9.3,12.3,9.3,16.7,31.4,0,Southwest,Not Met,-4.52
491312,Mooresville High School,0.6888361045130641,0.49406175771971494,0.25653206650831356,0.1021377672209026,N,45.3,33.3,39.2,32.8,23.9,67,1,Southwest,Exceeded,4.83
500340,Smoky Mountain High School,0.7755102040816326,0.5204081632653061,0.413265306122449,0.061224489795918366,N,48,26.5,37.2,21.9,32.5,63.8,0,Western,Exceeded,9.16
510324,Clayton High,0.5714285714285714,0.5079365079365079,0.2562358276643991,0.10204081632653061,N,33.1,15.8,29,19.5,23.7,48.8,5,North Central,Not Met,-10.34
510327,Cleveland High,0.6459770114942529,0.49195402298850577,0.21149425287356322,0.06666666666666667,N,43.4,24.1,36.1,25.3,17.8,60.5,5,North Central,Not Met,-6.13
510333,Corinth Holders High,0.6504424778761062,0.5287610619469026,0.21902654867256638,0.09513274336283185,N,44.9,23.7,36.3,24.1,23.6,61.7,5,North Central,Not Met,-4.18
510368,North Johnston High,0.6282051282051282,0.5064102564102564,0.4166666666666667,0.07051282051282051,N,25.6,16,19.9,13.5,10.3,42.9,5,North Central,Not Met,-7.46
510399,Smithfield-Selma High,0.22382671480144403,0.49458483754512633,0.6389891696750902,0.10469314079422383,Y,22,13.7,22,17,18,37.9,5,North Central,Not Met,-11.25
510402,South Johnston High,0.6329588014981273,0.5131086142322098,0.47191011235955055,0.1647940074906367,N,32.2,13.9,25.5,15.4,11,52.4,5,North Central,Not Met,-17.55
510406,West Johnston High,0.6786885245901639,0.5344262295081967,0.22950819672131148,0.07868852459016394,N,35.1,20.3,25.9,22,26.7,52.8,5,North Central,Not Met,-10.81
520320,Jones Senior High,0.4305555555555556,0.3888888888888889,0.6111111111111112,0.11111111111111116,N,29.2,8.3,9.7,13.9,14.1,48.6,20,Southeast,Met,-1.77
530336,Lee County High,0.4636363636363636,0.5212121212121212,0.5393939393939394,0.08181818181818182,N,29.9,14.2,26.5,15.1,21.7,44.8,3,North Central,Not Met,-6.01
530343,Southern Lee High School,0.3723849372384937,0.5146443514644351,0.6569037656903766,0.06694560669456066,N,25.9,14.2,24.3,10.9,23.8,49,3,North Central,Not Met,-7.02
540315,Kinston High,0.06040268456375841,0.4563758389261745,0.8791946308724832,0.09395973154362416,Y,9.3,5,6.7,5,7.5,13.4,10,Southeast,Not Met,-3.26
540324,North Lenoir High,0.5083798882681564,0.5698324022346368,0.547486033519553,0.0670391061452514,Y,22.2,11.7,22.8,13.4,14.3,40.2,10,Southeast,Not Met,-5.6
540336,South Lenoir High,0.6168831168831169,0.551948051948052,0.461038961038961,0.11038961038961038,Y,28.6,13.6,20.8,15.6,14.4,44.2,10,Southeast,Met,1.23
550320,East Lincoln High,0.8493150684931506,0.5205479452054794,0.1689497716894977,0.0639269406392694,N,46.1,22.8,39.7,32.4,18.8,63.5,0,Southwest,Not Met,-7.19
550332,Lincolnton High,0.5384615384615384,0.4307692307692308,0.5641025641025641,0.07692307692307693,N,28.2,11.3,16.4,15.4,12.4,40.5,0,Southwest,Not Met,-3.32
550344,North Lincoln High,0.8628318584070797,0.5398230088495575,0.16371681415929204,0.05752212389380531,N,58.8,35.4,44.2,35.8,40.4,72.1,0,Southwest,Met,-1.08
550368,West Lincoln High,0.9080459770114943,0.5689655172413793,0.4482758620689655,0.09770114942528736,N,24.7,12.6,24.1,20.7,9.8,43.1,0,Southwest,Not Met,-7.41
560320,Franklin High,0.79,0.48,0.455,0.075,N,29.5,11.5,25.5,17,16.8,52.5,0,Western,Met,-0.75
570318,Madison High School,0.9316239316239316,0.5470085470085471,0.4358974358974359,0.08547008547008547,N,30.8,19.7,25.6,20.5,12.8,49.6,1,Western,Not Met,-4
580368,Riverside High,0.4215686274509804,0.4411764705882353,0.4411764705882353,0.10784313725490197,N,28.4,9.8,25.5,16.7,18.6,43.1,2,Northeast,Not Met,-2.98
580368,Riverside High,0.4215686274509804,0.4411764705882353,0.4411764705882353,0.10784313725490197,N,28.4,9.8,25.5,16.7,18.6,43.1,2,North Central,Exceeded,3.55
590330,McDowell High School,0.7687687687687688,0.5195195195195195,0.5285285285285285,0.16216216216216217,N,29.1,12,22.2,14.4,14.4,45.9,0,Northwest,Exceeded,6.68
600302,Ardrey Kell High,0.5635876840696118,0.4725568942436412,0.09906291834002677,0.038821954484605084,N,73.2,58.7,62.9,55.3,56.4,85.1,3,Southwest,Exceeded,10.06
600312,William Amos Hough High,0.75,0.4929078014184397,0.10283687943262411,0.044326241134751775,N,60.9,48,53.6,45,44.2,76.2,3,Southwest,Met,-0.59
600361,Butler High,0.3278301886792453,0.46462264150943394,0.37264150943396224,0.04245283018867924,N,37.3,22.8,30.5,25.6,32.1,52.8,3,Southwest,Met,1.82
600364,Military and Global Leadership Academy,0.125,0.34375,0.3125,0.0625,Y,12.5,6.3,12.5,6.3,34.4,34.4,3,Southwest,Met,-1.8
600377,East Mecklenburg High,0.22646310432569974,0.5419847328244275,0.46055979643765904,0.03816793893129771,N,32.9,28.2,31.1,24.2,34.9,49.1,3,Southwest,Exceeded,2.8
600386,Hawthorne Academy of Health Sciences,0.17021276595744683,0.2127659574468085,0.3404255319148936,0,N,40.4,14.9,38.3,23.4,55.3,57.4,3,Southwest,Met,-0.64
600397,Garinger High,0.04416403785488959,0.48264984227129337,0.4384858044164038,0.07886435331230283,Y,5,5,5,5,9.5,10.7,3,Southwest,Exceeded,8.25
600405,Harding University High,0.05836575875486383,0.5369649805447471,0.5175097276264592,0.08949416342412451,Y,7.4,5,7.4,5,6.7,16.7,3,Southwest,Not Met,-5.97
600415,Hopewell High,0.3106267029972752,0.4986376021798365,0.39509536784741145,0.08174386920980926,N,30.9,17.9,27.8,21.5,37.6,51,3,Southwest,Met,-0.74
600426,Independence High,0.2775423728813559,0.5,0.5169491525423728,0.06991525423728813,N,31.9,24.4,26.4,18.6,25,50.2,3,Southwest,Exceeded,7.79
600445,Mallard Creek High,0.1645101663585952,0.4953789279112754,0.34011090573012936,0.06284658040665435,N,31.8,20.4,26.8,19.2,24.8,51.4,3,Southwest,Exceeded,6.23
600457,Rocky River High,0.04643962848297214,0.4674922600619195,0.56656346749226,0.06501547987616099,N,5.8,5,6.4,5,12.9,17,3,Southwest,Not Met,-2.35
600466,Myers Park High,0.6932952924393724,0.4893009985734665,0.16833095577746077,0.03138373751783167,N,69.4,54.3,60.7,52.2,54.8,76.3,3,Southwest,Exceeded,2.15
600480,North Mecklenburg High,0.1101511879049676,0.4514038876889849,0.5032397408207343,0.0734341252699784,N,26.8,17.9,25.3,15.2,31,43,3,Southwest,Exceeded,4.49
600490,Olympic High,0.1894353369763206,0.5227686703096539,0.44808743169398907,0.04735883424408015,N,28.3,19.6,23.3,14.5,30.4,40.1,3,Southwest,Exceeded,4.3
600496,Phillip O Berry Academy of Technology,0.09659090909090906,0.4630681818181818,0.5539772727272727,0.028409090909090908,N,31,20.1,29.5,17.3,30.7,57.7,3,Southwest,Met,0.99
600498,Performance Learning Center,0.34782608695652173,0.34782608695652173,0.5539772727272727,0.13043478260869568,Y,8.7,5,8.3,5,13,17.4,3,Southwest,Not Met,-4.13
600499,Charlotte-Mecklenburg Virtual HS,0.5324675324675324,0.44155844155844154,0.2077922077922078,0.051948051948051965,N,53.2,32.5,48.1,18.2,39,67.5,3,Southwest,Met,-1.46
600508,Providence High,0.7132701421800948,0.4928909952606635,0.054502369668246446,0.026066350710900472,N,83.6,65.6,67.5,61.1,58.7,92.7,3,Southwest,Exceeded,4.45
600535,South Mecklenburg High,0.3699421965317919,0.4638728323699422,0.3786127167630058,0.04335260115606936,N,41.2,33,34.9,27.6,31.6,57.9,3,Southwest,Exceeded,6.95
600576,West Charlotte High,0.052023121387283267,0.4797687861271676,0.49710982658959535,0.09826589595375723,Y,11.9,5,8,5,21.6,17.3,3,Southwest,Not Met,-4.56
600579,West Mecklenburg High,0.10408921933085502,0.5613382899628253,0.35687732342007433,0.07063197026022305,Y,11.9,6.3,12.1,5.1,12,21.6,3,Southwest,Not Met,-2.58
600592,Vance High,0.07967032967032972,0.49725274725274726,0.38461538461538464,0.06593406593406594,Y,9.5,5,10.9,5,10.9,20.6,3,Southwest,Not Met,-3.72
610334,Mitchell High,0.905511811023622,0.6062992125984252,0.3858267716535433,0.06299212598425197,N,35.4,21.3,33.9,24.4,15.9,55.9,1,Northwest,Not Met,-3.71
620316,East Montgomery High,0.33613445378151263,0.5210084033613446,0.7142857142857143,0.0672268907563025,N,19.3,10.9,19.3,5.9,8.6,37.8,1,Sandhills,Met,-0.95
620340,West Montgomery High,0.5656565656565656,0.5757575757575758,0.494949494949495,0.10101010101010101,N,15.2,5,17.2,7.1,8.3,35.4,1,Sandhills,Exceeded,4.43
620350,Montgomery County Early College,0.423728813559322,0.3728813559322034,0.4576271186440678,0.016949152542372836,N,59.3,50.8,40.7,25.4,45.8,81.4,1,Sandhills,Exceeded,10.64
630332,North Moore High,0.5871559633027523,0.46788990825688076,0.5137614678899083,0.05504587155963303,N,17.4,11.9,14.7,12.8,12,42.2,6,Sandhills,Met,1.85
630360,Union Pines High,0.7658227848101266,0.5063291139240507,0.30063291139240506,0.056962025316455694,N,49.1,24.7,42.4,30.4,35.3,66.5,6,Sandhills,Not Met,-2.27
640346,Nash Central High,0.431924882629108,0.431924882629108,0.5352112676056338,0.0892018779342723,N,18.8,9.4,16,10.8,8.5,36.2,0,North Central,Not Met,-11.52
640350,Northern Nash High,0.43388429752066116,0.5165289256198347,0.47107438016528924,0.08264462809917356,N,21.9,9.5,17.8,11.2,13.3,35.1,0,North Central,Not Met,-7.46
640361,Rocky Mount High,0.17479674796747968,0.45528455284552843,0.45934959349593496,0.12195121951219512,N,17.4,13.4,19.9,14.6,23.5,29.7,0,North Central,Not Met,-6.88
640364,Southern Nash High,0.44881889763779526,0.5,0.5826771653543307,0.11811023622047244,N,22.8,9.4,22,15.7,21.3,39.4,0,North Central,Not Met,-5.23
650326,Emsley A Laney High,0.6369426751592356,0.49469214437367304,0.46284501061571126,0.07855626326963906,N,46,28,40.7,28.9,26.3,63.7,10,Southeast,Met,-1.18
650327,Eugene Ashley High,0.7292682926829268,0.45365853658536587,0.4268292682926829,0.05853658536585366,N,46.3,27.1,43.2,30.2,27,64.6,10,Southeast,Not Met,-16.14
650340,Isaac M Bear Early College High School,0.803921568627451,0.4117647058823529,0.27450980392156865,0,N,95,88.2,84.3,78.4,64.7,95,0,Southeast,Met,1.79
650342,John T Hoggard High,0.7679012345679013,0.5037037037037037,0.2691358024691358,0.07654320987654321,N,63.7,49.6,56.3,45.2,37.3,78.5,8,Southeast,Not Met,-4.78
650352,New Hanover High,0.5169811320754717,0.5207547169811321,0.4679245283018868,0.09056603773584905,N,37.5,26.9,29.6,25.9,18.7,50.6,10,Southeast,Met,-1.89
660336,Northampton County High School,0.18461538461538463,0.5384615384615384,0.6153846153846154,0.03076923076923077,Y,5,5,5,5,5,7.7,1.5,Northeast,Not Met,-6.21
670320,Dixon High,0.678391959798995,0.5678391959798995,0.2964824120603015,0.09547738693467336,N,36.7,12.6,25.1,18.1,24.9,60.3,24.5,Southeast,Exceeded,2.38
670324,Jacksonville High,0.45964912280701753,0.47017543859649125,0.47368421052631576,0.10877192982456141,N,32.6,18.6,29.5,17.5,28.8,51.6,24.5,Southeast,Met,1.22
670333,Northside High,0.3,0.5461538461538461,0.4653846153846154,0.1076923076923077,N,31.8,16.1,23.8,15.3,21,50.4,18.5,Northeast,Met,-1.68
670333,Northside High,0.3,0.5461538461538461,0.4653846153846154,0.1076923076923077,N,31.8,16.1,23.8,15.3,21,50.4,18.5,Southeast,Exceeded,4.21
670340,Richlands High,0.685,0.455,0.395,0.125,N,42,20,32.5,21,22.7,61.5,18.5,Southeast,Met,-0.71
670344,Southwest High,0.5310344827586206,0.5586206896551724,0.5517241379310345,0.16551724137931034,N,31,11.7,26.2,17.9,23.2,48.3,26.5,Southeast,Met,-0.99
670352,Swansboro High,0.7372881355932204,0.5042372881355932,0.3728813559322034,0.1059322033898305,N,33.1,18.6,29.2,18.6,25.6,55.1,26.5,Southeast,Exceeded,4.79
670364,White Oak High,0.49173553719008267,0.49586776859504134,0.3884297520661157,0.11983471074380166,N,24.8,13.2,20.2,15.3,24.4,43.8,26.5,Southeast,Exceeded,3.88
680310,Cedar Ridge High,0.574468085106383,0.4723404255319149,0.28936170212765955,0.06808510638297872,N,51.9,40.4,46,38.3,47.2,69.4,0,North Central,Exceeded,4.48
680332,Orange High,0.6448275862068965,0.5379310344827586,0.27241379310344827,0.10344827586206896,N,43.4,29,33.4,28.3,26.8,59.3,0,North Central,Met,0.66
680335,Partnership Academy,0.6448275862068965,NA,NA,NA,N,5,5,5,5,5,5,0,North Central,Met,-0.92
681305,Carrboro High,0.601063829787234,0.48936170212765956,0.20212765957446807,0.06382978723404255,N,73.9,61.7,67,61.7,74.5,83,2,North Central,Exceeded,3.67
681308,Chapel Hill High,0.5609065155807366,0.48725212464589235,0.18413597733711048,0.05099150141643059,N,77.1,59.5,68,61.5,70,84.1,2,North Central,Exceeded,5.26
681314,East Chapel Hill High,0.525679758308157,0.5166163141993958,0.17522658610271905,0.06948640483383686,N,73.7,63.1,68,62.5,67.6,83.7,2,North Central,Exceeded,6.6
690320,Pamlico County High,0.6428571428571429,0.5,0.5612244897959183,0.05102040816326525,N,31.3,19.4,32.3,20.2,12.1,57.1,10,Southeast,Met,-1.9
700317,Northeastern High,0.36551724137931035,0.46206896551724136,0.4896551724137931,0.0482758620689655,N,13.8,11,14.5,9,12.3,31.7,5,Northeast,Not Met,-4.31
700319,Pasquotank County High,0.5063291139240507,0.4430379746835443,0.5506329113924051,0.08227848101265822,N,29.7,11.4,22.8,12.7,31.6,41.1,5,Northeast,Not Met,-6.39
710321,Heide Trask High,0.5621301775147929,0.5798816568047337,0.7455621301775148,0.09467455621301775,N,18.9,11.2,19.5,11.8,5.4,36.1,20,Southeast,Met,-0.84
710342,Topsail High,0.8434782608695652,0.5449275362318841,0.263768115942029,0.08985507246376812,N,49,24.6,39.7,31,39.8,69.6,19,Southeast,Met,0.03
720316,Perquimans County High,0.7122302158273381,0.4172661870503597,0.4748201438848921,0.1510791366906475,N,25.7,20.9,22.9,15,19.3,46.8,3,Northeast,Met,-1.42
730352,Person High,0.46638655462184875,0.5546218487394958,0.4369747899159664,0.07563025210084033,N,23.5,13,17.2,12.6,15.2,40.3,0,North Central,Not Met,-5.97
740309,Ayden-Grifton High,0.4909090909090909,0.5151515151515151,0.5757575757575758,0.06666666666666667,N,26.7,15.2,16.4,15.8,8.5,39.4,2,Northeast,Met,-1.08
740333,D H Conley High,0.674863387978142,0.5628415300546448,0.2650273224043716,0.07377049180327869,N,45.1,37.7,42.9,30.3,21.9,66.7,2,Northeast,Not Met,-5.1
740344,Farmville Central High,0.32,0.5066666666666667,0.5,0.046666666666666634,N,23.3,8.7,18,13.3,7.4,38,2,Northeast,Met,-1.68
740366,Junius H Rose High,0.3708609271523179,0.5099337748344371,0.3741721854304636,0.019867549668874163,N,42.4,27.8,33.8,29.1,35.1,57.6,2,Northeast,Met,0.23
740374,North Pitt High,0.23737373737373738,0.41919191919191917,0.5606060606060606,0.045454545454545414,N,14.6,7.6,8.6,6.1,7.6,29.8,2,Northeast,Exceeded,3.79
740388,South Central,0.3188854489164087,0.48606811145510836,0.4458204334365325,0.07120743034055728,N,31.3,18.3,27.9,19.5,24.2,49.5,2,Northeast,Met,-1.1
750318,Polk County High School,0.7686567164179104,0.5074626865671642,0.3656716417910448,0.06716417910447758,N,38.1,24.6,35.8,23.9,21.8,60.4,0,Western,Not Met,-2.35
760318,Eastern Randolph High,0.5443037974683544,0.569620253164557,0.6708860759493671,0.0949367088607595,N,12.7,5,13.3,5,11.8,27.8,1,Piedmont-Triad,Met,1.9
760339,Providence Grove High,0.7636363636363637,0.5212121212121212,0.3575757575757576,0.06060606060606061,N,35.2,22.4,25.5,22.4,15.2,52.1,1,Piedmont-Triad,Not Met,-3.31
760348,Randleman High,0.6428571428571429,0.6173469387755102,0.5357142857142857,0.09183673469387756,N,33.7,17.3,27.6,19.9,24,50,1,Piedmont-Triad,Met,0.3
760358,Southwestern Randolph High,0.7391304347826086,0.5521739130434783,0.4956521739130435,0.07391304347826087,N,30.9,20,26.1,21.7,26.8,50.4,1,Piedmont-Triad,Met,-0.18
760380,Trinity High,0.7006369426751592,0.4968152866242038,0.4012738853503185,0.07006369426751592,N,29.3,15.3,22.9,13.4,24.2,48.4,1,Piedmont-Triad,Exceeded,5.55
760388,Wheatmore High,0.9226519337016574,0.5248618784530387,0.287292817679558,0.07734806629834254,N,40.3,28.7,30.9,26.5,16,63.5,1,Piedmont-Triad,Met,1.94
761304,Asheboro High,0.3527397260273973,0.4383561643835616,0.571917808219178,0.0684931506849315,N,27.7,20.9,24.3,17.8,24.7,46.6,2,Piedmont-Triad,Met,1.95
780325,Fairmont High,0.19130434782608696,0.48695652173913045,0.782608695652174,0.14782608695652175,Y,18.3,5,12.2,6.1,5,33.9,18,Sandhills,Not Met,-3.98
780342,Lumberton Senior High,0.2457627118644068,0.4604519774011299,0.6836158192090396,0.08192090395480225,Y,19.8,8.2,15,8.2,6.1,34.2,18,Sandhills,Not Met,-3.95
780391,Red Springs High,0.44628099173553715,0.5206611570247934,0.7520661157024794,0,Y,9.1,5,9.1,5,5,24.8,18,Sandhills,Exceeded,2.43
780401,Saint Pauls High,0.2324561403508772,0.5175438596491229,0.6710526315789473,0.05701754385964912,Y,15.4,5.7,18,9.2,9.7,33.8,18,Sandhills,Met,0.46
780402,South Robeson High,0.7410714285714286,0.45535714285714285,0.8125,0.14285714285714285,Y,7.9,6.2,8,5,5,21.4,18,Sandhills,Not Met,-7.09
780420,Purnell Swett High,0.03424657534246575,0.4828767123287671,0.7157534246575342,0.08904109589041095,Y,12.3,5,11.3,5,5.4,26.7,18,Sandhills,Exceeded,3.85
790314,Dalton McMichael High,0.6994535519125683,0.5519125683060109,0.366120218579235,0.060109289617486336,N,27.9,13.1,17.5,16.4,9.3,44.3,0,Piedmont-Triad,Not Met,-5.59
790354,John M Morehead High,0.5112359550561798,0.46629213483146065,0.4943820224719101,0.056179775280898875,N,20.2,9,17.4,12.4,11.4,39.3,0,Piedmont-Triad,Not Met,-11.08
790366,Reidsville High,0.2949640287769784,0.4460431654676259,0.5899280575539568,0.043165467625899234,N,20.1,7.2,15.1,7.9,13,35.3,0,Piedmont-Triad,Met,0.91
790378,Rockingham County High,0.8081632653061225,0.4857142857142857,0.3020408163265306,0.10204081632653061,N,25.3,23.3,21.6,16.3,18.2,49,0,Piedmont-Triad,Met,-1.11
800340,East Rowan High,0.8235294117647058,0.4751131221719457,0.416289592760181,0.09502262443438914,N,31.2,14.9,23.5,15.8,15,45.2,1,Southwest,Met,0.92
